item_id,item_name,sku,opening_stock,quantity_in,quantity_out,closing_stock,purchase_account_name,sku
2968232000000089256,Girls Bottoms 10 (Med) Slim,GRL-BOT-10S,-11.00,0.00,7.00,-18.00,Cost of Goods Sold,GRL-BOT-10S
2968232000000089267,Girls Bottoms 10 (Med),GRL-BOT-10,666.00,10.00,9.00,667.00,Cost of Goods Sold,GRL-BOT-10
2968232000000089278,Girls Bottoms 10 (Med) Plus,GRL-BOT-10P,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-10P
2968232000000089289,Girls Bottoms 12 (Med) Slim,GRL-BOT-12S,-8.00,0.00,0.00,-8.00,Cost of Goods Sold,GRL-BOT-12S
2968232000000089300,Girls Bottoms 12 (Med),GRL-BOT-12,5.00,39.00,15.00,29.00,Cost of Goods Sold,GRL-BOT-12
2968232000000089311,Girls Bottoms 12 (Med) Plus,GRL-BOT-12P,38.00,0.00,0.00,38.00,Cost of Goods Sold,GRL-BOT-12P
2968232000000089322,Girls Bottoms 14 (Large) Slim,GRL-BOT-14S,-28.00,0.00,0.00,-28.00,Cost of Goods Sold,GRL-BOT-14S
2968232000000089333,Girls Bottoms 14 (Large),GRL-BOT-14,371.00,10.00,10.00,371.00,Cost of Goods Sold,GRL-BOT-14
2968232000000089344,Girls Bottoms 14 (Large) Plus,GRL-BOT-14P,-4.00,0.00,3.00,-7.00,Cost of Goods Sold,GRL-BOT-14P
2968232000000089355,Girls Bottoms 16 (Large) Slim,GRL-BOT-16S,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-16S
2968232000000089366,Girls Bottoms 16 (Large),GRL-BOT-16,18.00,2.00,4.00,16.00,Cost of Goods Sold,GRL-BOT-16
2968232000000089377,Girls Bottoms 16 (Large) Plus,GRL-BOT-16P,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-16P
2968232000000089388,Girls Bottoms 18 (XL) Slim,GRL-BOT-18S,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-18S
2968232000000089399,Girls Bottoms 18 (XL),GRL-BOT-18,22.00,0.00,4.00,18.00,Cost of Goods Sold,GRL-BOT-18
2968232000000089410,Girls Bottoms 18 (XL) Plus,GRL-BOT-18P,-9.00,9.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-18P
2968232000000089421,Girls Bottoms 20 (XL) Slim,GRL-BOT-20S,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-20S
2968232000000089432,Girls Bottoms 20 (XL),GRL-BOT-20,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-20
2968232000000089443,Girls Bottoms 20 (XL) Plus,GRL-BOT-20P,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-BOT-20P
2968232000000089454,Girls Tops 0-3 months,GRL-TOP-000M,168.00,0.00,0.00,168.00,Cost of Goods Sold,GRL-TOP-000M
2968232000000089465,Girls Tops 3-6 months,GRL-TOP-003M,394.00,0.00,6.00,388.00,Cost of Goods Sold,GRL-TOP-003M
2968232000000089476,Girls Tops 6-9 months,GRL-TOP-006M,371.00,0.00,0.00,371.00,Cost of Goods Sold,GRL-TOP-006M
2968232000000089487,Girls Tops 9-12 months,GRL-TOP-009M,218.00,0.00,0.00,218.00,Cost of Goods Sold,GRL-TOP-009M
2968232000000089498,Girls Tops 12 months,GRL-TOP-012M,343.00,0.00,0.00,343.00,Cost of Goods Sold,GRL-TOP-012M
2968232000000089509,Girls Tops 18 months,GRL-TOP-018M,254.00,0.00,4.00,250.00,Cost of Goods Sold,GRL-TOP-018M
2968232000000089520,Girls Tops 24 months/2T,GRL-TOP-02T,155.00,0.00,4.00,151.00,Cost of Goods Sold,GRL-TOP-02T
2968232000000089531,Girls Tops 3T,GRL-TOP-03T,148.00,0.00,5.00,143.00,Cost of Goods Sold,GRL-TOP-03T
2968232000000089542,Girls Tops 4T,GRL-TOP-04T,368.00,0.00,0.00,368.00,Cost of Goods Sold,GRL-TOP-04T
2968232000000089553,Girls Tops 5T/5,GRL-TOP-05T,68.00,8.00,21.00,55.00,Cost of Goods Sold,GRL-TOP-05T
2968232000000089564,Girls Tops 6,GRL-TOP-06,82.00,24.00,17.00,89.00,Cost of Goods Sold,GRL-TOP-06
2968232000000089575,Girls Tops 7 (Small),GRL-TOP-07,149.00,11.00,12.00,148.00,Cost of Goods Sold,GRL-TOP-07
2968232000000089586,Girls Tops 8 (Small),GRL-TOP-08,-34.00,48.00,11.00,3.00,Cost of Goods Sold,GRL-TOP-08
2968232000000089597,Girls Tops 10 (Med),GRL-TOP-10,339.00,22.00,30.00,331.00,Cost of Goods Sold,GRL-TOP-10
2968232000000089608,Girls Tops 12 (Med),GRL-TOP-12,-70.00,89.00,14.00,5.00,Cost of Goods Sold,GRL-TOP-12
2968232000000089619,Girls Tops 14 (Large),GRL-TOP-14,100.00,35.00,14.00,121.00,Cost of Goods Sold,GRL-TOP-14
2968232000000089630,Girls Tops 16 (Large),GRL-TOP-16,0.00,9.00,4.00,5.00,Cost of Goods Sold,GRL-TOP-16
2968232000000089641,Girls Tops 18 (XL),GRL-TOP-18,45.00,7.00,7.00,45.00,Cost of Goods Sold,GRL-TOP-18
2968232000000089652,Girls Tops 20 (XL),GRL-TOP-20,14.00,0.00,0.00,14.00,Cost of Goods Sold,GRL-TOP-20
2968232000000089663,Girls Shoes Infant 1,GRL-SHO-INF1,23.00,1.00,1.00,23.00,Cost of Goods Sold,GRL-SHO-INF1
2968232000000089674,Girls Shoes Infant 2,GRL-SHO-INF2,23.00,1.00,8.00,16.00,Cost of Goods Sold,GRL-SHO-INF2
2968232000000089685,Girls Shoes Infant 3,GRL-SHO-INF3,34.00,1.00,0.00,35.00,Cost of Goods Sold,GRL-SHO-INF3
2968232000000089696,Girls Shoes Infant 4,GRL-SHO-INF4,8.00,10.00,2.00,16.00,Cost of Goods Sold,GRL-SHO-INF4
2968232000000089707,Girls Shoes Toddler 5,GRL-SHO-TOD05,15.00,5.00,0.00,20.00,Cost of Goods Sold,GRL-SHO-TOD05
2968232000000089718,Girls Shoes Toddler 5.5,GRL-SHO-TOD05.5,4.00,0.00,0.00,4.00,Cost of Goods Sold,GRL-SHO-TOD05.5
2968232000000089729,Girls Shoes Toddler 6,GRL-SHO-TOD06,11.00,5.00,0.00,16.00,Cost of Goods Sold,GRL-SHO-TOD06
2968232000000089740,Girls Shoes Toddler 6.5,GRL-SHO-TOD06.5,2.00,1.00,0.00,3.00,Cost of Goods Sold,GRL-SHO-TOD06.5
2968232000000089751,Girls Shoes Toddler 7,GRL-SHO-TOD07,16.00,5.00,0.00,21.00,Cost of Goods Sold,GRL-SHO-TOD07
2968232000000089762,Girls Shoes Toddler 7.5,GRL-SHO-TOD07.5,2.00,0.00,0.00,2.00,Cost of Goods Sold,GRL-SHO-TOD07.5
2968232000000089773,Girls Shoes Toddler 8,GRL-SHO-TOD08,11.00,5.00,2.00,14.00,Cost of Goods Sold,GRL-SHO-TOD08
2968232000000089784,Girls Shoes Toddler 8.5,GRL-SHO-TOD08.5,3.00,1.00,0.00,4.00,Cost of Goods Sold,GRL-SHO-TOD08.5
2968232000000089795,Girls Shoes Toddler 9,GRL-SHO-TOD09,36.00,1.00,0.00,37.00,Cost of Goods Sold,GRL-SHO-TOD09
2968232000000089806,Girls Shoes Toddler 9.5,GRL-SHO-TOD09.5,2.00,0.00,1.00,1.00,Cost of Goods Sold,GRL-SHO-TOD09.5
2968232000000089817,Girls Shoes Toddler 10,GRL-SHO-TOD10,47.00,0.00,9.00,38.00,Cost of Goods Sold,GRL-SHO-TOD10
2968232000000089828,Girls Shoes Toddler 10.5,GRL-SHO-TOD10.5,7.00,0.00,0.00,7.00,Cost of Goods Sold,GRL-SHO-TOD10.5
2968232000000089839,Girls Shoes Toddler 11,GRL-SHO-TOD11,56.00,0.00,1.00,55.00,Cost of Goods Sold,GRL-SHO-TOD11
2968232000000089850,Girls Shoes Toddler 11.5,GRL-SHO-TOD11.5,15.00,0.00,0.00,15.00,Cost of Goods Sold,GRL-SHO-TOD11.5
2968232000000089861,Girls Shoes Toddler 12,GRL-SHO-TOD12,48.00,1.00,5.00,44.00,Cost of Goods Sold,GRL-SHO-TOD12
2968232000000089872,Girls Shoes Toddler 12.5,GRL-SHO-TOD12.5,2.00,0.00,0.00,2.00,Cost of Goods Sold,GRL-SHO-TOD12.5
2968232000000089883,Girls Shoes Toddler 13,GRL-SHO-TOD13,54.00,2.00,0.00,56.00,Cost of Goods Sold,GRL-SHO-TOD13
2968232000000089894,Girls Shoes Toddler 13.5,GRL-SHO-TOD13.5,14.00,0.00,0.00,14.00,Cost of Goods Sold,GRL-SHO-TOD13.5
2968232000000089905,Girls Shoes Girls 1,GRL-SHO-1,25.00,9.00,2.00,32.00,Cost of Goods Sold,GRL-SHO-1
2968232000000089916,Girls Shoes Girls 1.5,GRL-SHO-1.5,13.00,0.00,3.00,10.00,Cost of Goods Sold,GRL-SHO-1.5
2968232000000089927,Girls Shoes Girls 2,GRL-SHO-2,51.00,15.00,5.00,61.00,Cost of Goods Sold,GRL-SHO-2
2968232000000089938,Girls Shoes Girls 2.5,GRL-SHO-2.5,12.00,0.00,0.00,12.00,Cost of Goods Sold,GRL-SHO-2.5
2968232000000089949,Girls Shoes Girls 3,GRL-SHO-3,41.00,15.00,1.00,55.00,Cost of Goods Sold,GRL-SHO-3
2968232000000089960,Girls Shoes Girls 3.5,GRL-SHO-3.5,16.00,0.00,0.00,16.00,Cost of Goods Sold,GRL-SHO-3.5
2968232000000089971,Girls Shoes Girls 4,GRL-SHO-4,37.00,5.00,2.00,40.00,Cost of Goods Sold,GRL-SHO-4
2968232000000089982,Girls Shoes Girls 4.5,GRL-SHO-4.5,3.00,0.00,2.00,1.00,Cost of Goods Sold,GRL-SHO-4.5
2968232000000089993,Girls Shoes Girls 5,GRL-SHO-5,45.00,2.00,2.00,45.00,Cost of Goods Sold,GRL-SHO-5
2968232000000090004,Girls Shoes Girls 5.5,GRL-SHO-5.5,6.00,0.00,1.00,5.00,Cost of Goods Sold,GRL-SHO-5.5
2968232000000090026,Girls Socks Infant 2,GRL-SOC-INF2,-7.00,0.00,0.00,-7.00,Cost of Goods Sold,GRL-SOC-INF2
2968232000000090037,Girls Socks Infant 3,GRL-SOC-INF3,-5.00,0.00,0.00,-5.00,Cost of Goods Sold,GRL-SOC-INF3
2968232000000090048,Girls Socks Infant 4,GRL-SOC-INF4,-5.00,0.00,0.00,-5.00,Cost of Goods Sold,GRL-SOC-INF4
2968232000000090059,Girls Socks Toddler 5,GRL-SOC-TOD05,-5.00,0.00,0.00,-5.00,Cost of Goods Sold,GRL-SOC-TOD05
2968232000000090070,Girls Socks Toddler 5.5,GRL-SOC-TOD05.5,-10.00,0.00,0.00,-10.00,Cost of Goods Sold,GRL-SOC-TOD05.5
2968232000000090081,Girls Socks Toddler 6,GRL-SOC-TOD06,-11.00,0.00,0.00,-11.00,Cost of Goods Sold,GRL-SOC-TOD06
2968232000000090103,Girls Socks Toddler 7,GRL-SOC-TOD07,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-SOC-TOD07
2968232000000090158,Girls Socks Toddler 9.5,GRL-SOC-TOD09.5,-15.00,0.00,0.00,-15.00,Cost of Goods Sold,GRL-SOC-TOD09.5
2968232000000090169,Girls Socks Toddler 10,GRL-SOC-TOD10,-20.00,0.00,0.00,-20.00,Cost of Goods Sold,GRL-SOC-TOD10
2968232000000090191,Girls Socks Toddler 11,GRL-SOC-TOD11,-20.00,0.00,0.00,-20.00,Cost of Goods Sold,GRL-SOC-TOD11
2968232000000090202,Girls Socks Toddler 11.5,GRL-SOC-TOD11.5,-5.00,0.00,0.00,-5.00,Cost of Goods Sold,GRL-SOC-TOD11.5
2968232000000090213,Girls Socks Toddler 12,GRL-SOC-TOD12,-5.00,0.00,0.00,-5.00,Cost of Goods Sold,GRL-SOC-TOD12
2968232000000090224,Girls Socks Toddler 12.5,GRL-SOC-TOD12.5,-5.00,0.00,0.00,-5.00,Cost of Goods Sold,GRL-SOC-TOD12.5
2968232000000090235,Girls Socks Toddler 13,GRL-SOC-TOD13,-25.00,0.00,0.00,-25.00,Cost of Goods Sold,GRL-SOC-TOD13
2968232000000090257,Girls Socks Girls 1,GRL-SOC-1,-11.00,0.00,0.00,-11.00,Cost of Goods Sold,GRL-SOC-1
2968232000000090279,Girls Socks Girls 2,GRL-SOC-2,-29.00,0.00,0.00,-29.00,Cost of Goods Sold,GRL-SOC-2
2968232000000090290,Girls Socks Girls 2.5,GRL-SOC-2.5,-1.00,0.00,0.00,-1.00,Cost of Goods Sold,GRL-SOC-2.5
2968232000000090301,Girls Socks Girls 3,GRL-SOC-3,-20.00,0.00,0.00,-20.00,Cost of Goods Sold,GRL-SOC-3
2968232000000090323,Girls Socks Girls 4,GRL-SOC-4,-55.00,0.00,0.00,-55.00,Cost of Goods Sold,GRL-SOC-4
2968232000000090345,Girls Socks Girls 5,GRL-SOC-5,-25.00,0.00,0.00,-25.00,Cost of Goods Sold,GRL-SOC-5
2968232000000090356,Girls Socks Girls 5.5,GRL-SOC-5.5,-15.00,0.00,0.00,-15.00,Cost of Goods Sold,GRL-SOC-5.5
2968232000000090367,Girls Underwear 24 months/2T,GRL-UND-02T,15.00,0.00,0.00,15.00,Cost of Goods Sold,GRL-UND-02T
2968232000000090378,Girls Underwear 3T,GRL-UND-03T,-1.00,0.00,5.00,-6.00,Cost of Goods Sold,GRL-UND-03T
2968232000000090389,Girls Underwear 4T,GRL-UND-04T,436.00,0.00,5.00,431.00,Cost of Goods Sold,GRL-UND-04T
2968232000000090400,Girls Underwear 5T/5,GRL-UND-05T,-60.00,0.00,0.00,-60.00,Cost of Goods Sold,GRL-UND-05T
2968232000000090411,Girls Underwear 6,GRL-UND-06,1043.00,0.00,36.00,1007.00,Cost of Goods Sold,GRL-UND-06
2968232000000090422,Girls Underwear 7 (Small),GRL-UND-07,-5.00,0.00,5.00,-10.00,Cost of Goods Sold,GRL-UND-07
2968232000000090433,Girls Underwear 8 (Small),GRL-UND-08,582.00,0.00,25.00,557.00,Cost of Goods Sold,GRL-UND-08
2968232000000090444,Girls Underwear 10 (Med),GRL-UND-10,828.00,0.00,16.00,812.00,Cost of Goods Sold,GRL-UND-10
2968232000000090455,Girls Underwear 12 (Med),GRL-UND-12,435.00,0.00,20.00,415.00,Cost of Goods Sold,GRL-UND-12
2968232000000090466,Girls Underwear 14 (Large),GRL-UND-14,736.00,0.00,16.00,720.00,Cost of Goods Sold,GRL-UND-14
2968232000000090477,Girls Underwear 16 (Large),GRL-UND-16,285.00,0.00,10.00,275.00,Cost of Goods Sold,GRL-UND-16
2968232000000090488,Girls Underwear 18 (XL),GRL-UND-18,10.00,0.00,5.00,5.00,Cost of Goods Sold,GRL-UND-18
2968232000000090499,Girls Underwear 20 (XL),GRL-UND-20,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-UND-20
2968232000000090510,"Girls Bras Small, size 6-8",GRL-BRA-S,-7.00,14.00,2.00,5.00,Cost of Goods Sold,GRL-BRA-S
2968232000000090521,"Girls Bras Medium, size 10-12",GRL-BRA-M,-17.00,21.00,4.00,0.00,Cost of Goods Sold,GRL-BRA-M
2968232000000090532,"Girls Bras Large, size 14-16",GRL-BRA-L,-34.00,53.00,5.00,14.00,Cost of Goods Sold,GRL-BRA-L
2968232000000090543,"Girls Bras XLarge, size 18-20",GRL-BRA-XL,82.00,0.00,1.00,81.00,Cost of Goods Sold,GRL-BRA-XL
2968232000000090554,Girls Tops-Jacket 0-3 months,GRL-JKT-000M,-2.00,5.00,0.00,3.00,Cost of Goods Sold,GRL-JKT-000M
2968232000000090565,Girls Tops-Jacket 3-6 months,GRL-JKT-003M,20.00,0.00,0.00,20.00,Cost of Goods Sold,GRL-JKT-003M
2968232000000090576,Girls Tops-Jacket 6-9 months,GRL-JKT-006M,-5.00,28.00,0.00,23.00,Cost of Goods Sold,GRL-JKT-006M
2968232000000090587,Girls Tops-Jacket 9-12 months,GRL-JKT-009M,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-JKT-009M
2968232000000090598,Girls Tops-Jacket 12 months,GRL-JKT-012M,21.00,0.00,0.00,21.00,Cost of Goods Sold,GRL-JKT-012M
2968232000000090609,Girls Tops-Jacket 18 months,GRL-JKT-018M,-5.00,19.00,0.00,14.00,Cost of Goods Sold,GRL-JKT-018M
2968232000000090620,Girls Tops-Jacket 24 months/2T,GRL-JKT-02T,3.00,0.00,1.00,2.00,Cost of Goods Sold,GRL-JKT-02T
2968232000000090631,Girls Tops-Jacket 3T,GRL-JKT-03T,-4.00,13.00,2.00,7.00,Cost of Goods Sold,GRL-JKT-03T
2968232000000090642,Girls Tops-Jacket 4T,GRL-JKT-04T,-3.00,25.00,0.00,22.00,Cost of Goods Sold,GRL-JKT-04T
2968232000000090653,Girls Tops-Jacket 5T/5,GRL-JKT-05T,11.00,3.00,4.00,10.00,Cost of Goods Sold,GRL-JKT-05T
2968232000000090664,Girls Tops-Jacket 6,GRL-JKT-06,19.00,3.00,4.00,18.00,Cost of Goods Sold,GRL-JKT-06
2968232000000090675,Girls Tops-Jacket 7 (Small),GRL-JKT-07,19.00,3.00,4.00,18.00,Cost of Goods Sold,GRL-JKT-07
2968232000000090686,Girls Tops-Jacket 8 (Small),GRL-JKT-08,-6.00,12.00,1.00,5.00,Cost of Goods Sold,GRL-JKT-08
2968232000000090697,Girls Tops-Jacket 10 (Med),GRL-JKT-10,49.00,5.00,5.00,49.00,Cost of Goods Sold,GRL-JKT-10
2968232000000090708,Girls Tops-Jacket 12 (Med),GRL-JKT-12,-11.00,13.00,2.00,0.00,Cost of Goods Sold,GRL-JKT-12
2968232000000090719,Girls Tops-Jacket 14 (Large),GRL-JKT-14,18.00,10.00,5.00,23.00,Cost of Goods Sold,GRL-JKT-14
2968232000000090730,Girls Tops-Jacket 16 (Large),GRL-JKT-16,1.00,1.00,1.00,1.00,Cost of Goods Sold,GRL-JKT-16
2968232000000090741,Girls Tops-Jacket 18 (XL),GRL-JKT-18,20.00,1.00,2.00,19.00,Cost of Goods Sold,GRL-JKT-18
2968232000000090752,Girls Tops-Jacket 20 (XL),GRL-JKT-20,2.00,0.00,0.00,2.00,Cost of Goods Sold,GRL-JKT-20
2968232000000090763,Girls Coats 0-3 months,GRL-COT-000M,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-COT-000M
2968232000000090774,Girls Coats 3-6 months,GRL-COT-003M,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-COT-003M
2968232000000090785,Girls Coats 6-9 months,GRL-COT-006M,0.00,0.00,0.00,0.00,Cost of Goods Sold,GRL-COT-006M
2968232000000090796,Girls Coats 9-12 months,GRL-COT-009M,2.00,0.00,0.00,2.00,Cost of Goods Sold,GRL-COT-009M
2968232000000090807,Girls Coats 12 months,GRL-COT-012M,7.00,0.00,0.00,7.00,Cost of Goods Sold,GRL-COT-012M
2968232000000090818,Girls Coats 18 months,GRL-COT-018M,4.00,0.00,0.00,4.00,Cost of Goods Sold,GRL-COT-018M
2968232000000090829,Girls Coats 24 months/2T,GRL-COT-02T,11.00,0.00,0.00,11.00,Cost of Goods Sold,GRL-COT-02T
2968232000000090840,Girls Coats 3T,GRL-COT-03T,6.00,0.00,0.00,6.00,Cost of Goods Sold,GRL-COT-03T
2968232000000090851,Girls Coats 4T,GRL-COT-04T,88.00,0.00,0.00,88.00,Cost of Goods Sold,GRL-COT-04T
2968232000000090862,Girls Coats 5T/5,GRL-COT-05T,16.00,2.00,0.00,18.00,Cost of Goods Sold,GRL-COT-05T
2968232000000090873,Girls Coats 6,GRL-COT-06,26.00,2.00,0.00,28.00,Cost of Goods Sold,GRL-COT-06
2968232000000090884,Girls Coats 7 (Small),GRL-COT-07,20.00,0.00,0.00,20.00,Cost of Goods Sold,GRL-COT-07
2968232000000090895,Girls Coats 8 (Small),GRL-COT-08,-15.00,16.00,0.00,1.00,Cost of Goods Sold,GRL-COT-08
2968232000000090906,Girls Coats 10 (Med),GRL-COT-10,23.00,2.00,1.00,24.00,Cost of Goods Sold,GRL-COT-10
2968232000000090917,Girls Coats 12 (Med),GRL-COT-12,-5.00,7.00,1.00,1.00,Cost of Goods Sold,GRL-COT-12
2968232000000090928,Girls Coats 14 (Large),GRL-COT-14,11.00,2.00,0.00,13.00,Cost of Goods Sold,GRL-COT-14
2968232000000090939,Girls Coats 16 (Large),GRL-COT-16,1.00,0.00,0.00,1.00,Cost of Goods Sold,GRL-COT-16
2968232000000090950,Girls Coats 18 (XL),GRL-COT-18,-2.00,3.00,1.00,0.00,Cost of Goods Sold,GRL-COT-18
2968232000000090961,Girls Coats 20 (XL),GRL-COT-20,18.00,0.00,0.00,18.00,Cost of Goods Sold,GRL-COT-20
2968232000000090972,Mens Bottoms 28x28,MEN-BOT-28x28,2.00,0.00,0.00,2.00,Cost of Goods Sold,MEN-BOT-28x28
2968232000000090983,Mens Bottoms 28x30,MEN-BOT-28x30,-26.00,35.00,9.00,0.00,Cost of Goods Sold,MEN-BOT-28x30
2968232000000090994,Mens Bottoms 28x32,MEN-BOT-28x32,-4.00,4.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-28x32
2968232000000091005,Mens Bottoms 28x34,MEN-BOT-28x34,0.00,5.00,5.00,0.00,Cost of Goods Sold,MEN-BOT-28x34
2968232000000091016,Mens Bottoms 28x36,MEN-BOT-28x36,0.00,0.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-28x36
2968232000000091027,Mens Bottoms 29x28,MEN-BOT-29x28,0.00,0.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-29x28
2968232000000091038,Mens Bottoms 29x30,MEN-BOT-29x30,-10.00,21.00,0.00,11.00,Cost of Goods Sold,MEN-BOT-29x30
2968232000000091049,Mens Bottoms 29x32,MEN-BOT-29x32,-1.00,13.00,0.00,12.00,Cost of Goods Sold,MEN-BOT-29x32
2968232000000091060,Mens Bottoms 29x34,MEN-BOT-29x34,-4.00,7.00,0.00,3.00,Cost of Goods Sold,MEN-BOT-29x34
2968232000000091071,Mens Bottoms 29x36,MEN-BOT-29x36,0.00,0.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-29x36
2968232000000091082,Mens Bottoms 30x28,MEN-BOT-30x28,-3.00,3.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-30x28
2968232000000091093,Mens Bottoms 30x30,MEN-BOT-30x30,8.00,2.00,2.00,8.00,Cost of Goods Sold,MEN-BOT-30x30
2968232000000091104,Mens Bottoms 30x32,MEN-BOT-30x32,4.00,8.00,5.00,7.00,Cost of Goods Sold,MEN-BOT-30x32
2968232000000091115,Mens Bottoms 30x34,MEN-BOT-30x34,5.00,1.00,0.00,6.00,Cost of Goods Sold,MEN-BOT-30x34
2968232000000091126,Mens Bottoms 30x36,MEN-BOT-30x36,0.00,0.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-30x36
2968232000000091137,Mens Bottoms 32x28,MEN-BOT-32x28,3.00,0.00,0.00,3.00,Cost of Goods Sold,MEN-BOT-32x28
2968232000000091148,Mens Bottoms 32x30,MEN-BOT-32x30,-15.00,31.00,13.00,3.00,Cost of Goods Sold,MEN-BOT-32x30
2968232000000091159,Mens Bottoms 32x32,MEN-BOT-32x32,2.00,1.00,2.00,1.00,Cost of Goods Sold,MEN-BOT-32x32
2968232000000091170,Mens Bottoms 32x34,MEN-BOT-32x34,1.00,7.00,3.00,5.00,Cost of Goods Sold,MEN-BOT-32x34
2968232000000091181,Mens Bottoms 32x36,MEN-BOT-32x36,3.00,0.00,0.00,3.00,Cost of Goods Sold,MEN-BOT-32x36
2968232000000091192,Mens Bottoms 34x28,MEN-BOT-34x28,3.00,0.00,0.00,3.00,Cost of Goods Sold,MEN-BOT-34x28
2968232000000091203,Mens Bottoms 34x30,MEN-BOT-34x30,54.00,1.00,2.00,53.00,Cost of Goods Sold,MEN-BOT-34x30
2968232000000091214,Mens Bottoms 34x32,MEN-BOT-34x32,-10.00,24.00,0.00,14.00,Cost of Goods Sold,MEN-BOT-34x32
2968232000000091225,Mens Bottoms 34x34,MEN-BOT-34x34,-1.00,4.00,0.00,3.00,Cost of Goods Sold,MEN-BOT-34x34
2968232000000091236,Mens Bottoms 34x36,MEN-BOT-34x36,2.00,0.00,0.00,2.00,Cost of Goods Sold,MEN-BOT-34x36
2968232000000091247,Mens Bottoms 35x28,MEN-BOT-35x28,1.00,0.00,0.00,1.00,Cost of Goods Sold,MEN-BOT-35x28
2968232000000091258,Mens Bottoms 35x30,MEN-BOT-35x30,30.00,0.00,0.00,30.00,Cost of Goods Sold,MEN-BOT-35x30
2968232000000091269,Mens Bottoms 35x32,MEN-BOT-35x32,13.00,0.00,0.00,13.00,Cost of Goods Sold,MEN-BOT-35x32
2968232000000091280,Mens Bottoms 35x34,MEN-BOT-35x34,1.00,0.00,0.00,1.00,Cost of Goods Sold,MEN-BOT-35x34
2968232000000091291,Mens Bottoms 35x36,MEN-BOT-35x36,0.00,0.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-35x36
2968232000000091302,Mens Bottoms 36x28,MEN-BOT-36x28,3.00,0.00,0.00,3.00,Cost of Goods Sold,MEN-BOT-36x28
2968232000000091313,Mens Bottoms 36x30,MEN-BOT-36x30,57.00,2.00,0.00,59.00,Cost of Goods Sold,MEN-BOT-36x30
2968232000000091324,Mens Bottoms 36x32,MEN-BOT-36x32,23.00,3.00,2.00,24.00,Cost of Goods Sold,MEN-BOT-36x32
2968232000000091335,Mens Bottoms 36x34,MEN-BOT-36x34,1.00,4.00,1.00,4.00,Cost of Goods Sold,MEN-BOT-36x34
2968232000000091346,Mens Bottoms 36x36,MEN-BOT-36x36,-2.00,3.00,0.00,1.00,Cost of Goods Sold,MEN-BOT-36x36
2968232000000091357,Mens Bottoms 38x28,MEN-BOT-38x28,13.00,0.00,0.00,13.00,Cost of Goods Sold,MEN-BOT-38x28
2968232000000091368,Mens Bottoms 38x30,MEN-BOT-38x30,37.00,2.00,3.00,36.00,Cost of Goods Sold,MEN-BOT-38x30
2968232000000091379,Mens Bottoms 38x32,MEN-BOT-38x32,34.00,3.00,0.00,37.00,Cost of Goods Sold,MEN-BOT-38x32
2968232000000091390,Mens Bottoms 38x34,MEN-BOT-38x34,2.00,0.00,0.00,2.00,Cost of Goods Sold,MEN-BOT-38x34
2968232000000091401,Mens Bottoms 38x36,MEN-BOT-38x36,-5.00,5.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-38x36
2968232000000091412,Mens Bottoms 40x28,MEN-BOT-40x28,0.00,0.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-40x28
2968232000000091423,Mens Bottoms 40x30,MEN-BOT-40x30,28.00,0.00,0.00,28.00,Cost of Goods Sold,MEN-BOT-40x30
2968232000000091434,Mens Bottoms 40x32,MEN-BOT-40x32,0.00,1.00,0.00,1.00,Cost of Goods Sold,MEN-BOT-40x32
2968232000000091445,Mens Bottoms 40x34,MEN-BOT-40x34,1.00,0.00,0.00,1.00,Cost of Goods Sold,MEN-BOT-40x34
2968232000000091456,Mens Bottoms 40x36,MEN-BOT-40x36,-5.00,5.00,0.00,0.00,Cost of Goods Sold,MEN-BOT-40x36
2968232000000091467,Mens Bottoms 42x28,MEN-BOT-42x28,2.00,0.00,0.00,2.00,Cost of Goods Sold,MEN-BOT-42x28
2968232000000091478,Mens Bottoms 42x30,MEN-BOT-42x30,33.00,1.00,2.00,32.00,Cost of Goods Sold,MEN-BOT-42x30
2968232000000091489,Mens Bottoms 42x32,MEN-BOT-42x32,6.00,0.00,0.00,6.00,Cost of Goods Sold,MEN-BOT-42x32
